,source,target,weight,id
423,"('212.179.154.217', 443)","('212.179.154.244', 443)",1,31
424,"('216.58.210.14', 443)","('212.179.154.216', 443)",8,31
425,"('212.179.154.217', 443)","('64.233.166.93', 443)",7,31
426,"('216.58.210.14', 443)","('216.58.210.78', 443)",2,31
427,"('212.179.154.230', 443)","('64.233.167.93', 443)",7,31
428,"('212.179.180.82', 443)","('216.58.209.238', 443)",4,31
429,"('212.179.154.251', 443)","('74.125.195.136', 443)",7,31
430,"('212.179.154.230', 443)","('216.58.208.46', 443)",3,31
431,"('212.179.154.210', 443)","('64.233.184.190', 443)",2,31
432,"('212.179.154.210', 443)","('212.179.154.216', 443)",4,31
433,"('64.233.184.190', 443)","('212.179.154.216', 443)",7,31
434,"('216.58.210.14', 443)","('64.233.184.190', 443)",4,31
435,"('64.233.167.190', 443)","('212.179.154.223', 443)",13,31
436,"('216.58.210.46', 443)","('216.58.210.14', 443)",1,31
437,"('216.58.208.78', 443)","('216.58.208.46', 443)",1,31
438,"('64.233.167.190', 443)","('212.179.154.217', 443)",6,31
439,"('212.179.154.217', 443)","('212.179.154.223', 443)",7,31
440,"('64.233.167.190', 443)","('212.179.180.116', 443)",1,31
441,"('212.179.154.217', 443)","('212.179.180.116', 443)",1,31
442,"('216.58.210.46', 443)","('64.233.167.190', 443)",1,31
443,"('212.179.154.231', 443)","('212.179.154.238', 443)",2,31
444,"('66.102.1.93', 443)","('212.179.154.238', 443)",7,31
445,"('212.179.154.251', 443)","('212.179.154.237', 443)",2,31
446,"('74.125.71.136', 443)","('212.179.154.237', 443)",7,31
447,"('74.125.71.136', 443)","('212.179.154.230', 443)",1,31
448,"('212.179.154.237', 443)","('212.179.154.230', 443)",2,31
449,"('74.125.71.100', 443)","('216.58.210.45', 443)",2,31
450,"('74.125.71.100', 443)","('212.179.154.216', 443)",1,31
451,"('74.125.71.100', 443)","('74.125.71.95', 443)",1,31
452,"('216.58.210.45', 443)","('212.179.154.216', 443)",1,31
453,"('216.58.210.45', 443)","('74.125.71.95', 443)",1,31
454,"('212.179.154.216', 443)","('74.125.71.95', 443)",1,31
455,"('212.179.154.216', 443)","('212.179.180.102', 443)",1,31
456,"('212.179.154.244', 443)","('74.125.195.136', 443)",7,31
457,"('212.179.154.223', 443)","('212.179.180.109', 443)",8,31
458,"('212.179.180.96', 443)","('173.194.67.93', 443)",7,31
459,"('212.179.154.237', 443)","('212.179.180.96', 443)",2,31
460,"('212.179.154.237', 443)","('173.194.67.93', 443)",2,31
461,"('212.179.154.230', 443)","('212.179.180.96', 443)",1,31
462,"('212.179.154.237', 443)","('212.179.180.102', 443)",1,31
463,"('74.125.71.136', 443)","('212.179.154.216', 443)",7,31
464,"('216.58.208.65', 443)","('212.179.154.237', 443)",1,31
465,"('216.58.208.65', 443)","('216.58.208.33', 443)",1,31
466,"('216.58.208.65', 443)","('212.179.154.224', 443)",1,31
467,"('212.179.154.237', 443)","('216.58.208.33', 443)",2,31
468,"('212.179.154.237', 443)","('212.179.154.224', 443)",4,31
469,"('216.58.208.33', 443)","('212.179.154.224', 443)",1,31
470,"('74.125.206.91', 443)","('212.179.154.216', 443)",7,31
471,"('74.125.71.100', 443)","('212.179.180.117', 443)",1,31
472,"('64.233.166.190', 443)","('212.179.154.224', 443)",2,31
473,"('64.233.166.91', 443)","('212.179.180.123', 443)",7,31
474,"('216.58.210.46', 443)","('212.179.154.224', 443)",2,31
475,"('212.179.154.251', 443)","('74.125.140.91', 443)",7,31
476,"('74.125.133.93', 443)","('212.179.154.224', 443)",7,31
477,"('74.125.133.93', 443)","('216.58.210.78', 443)",4,31
478,"('216.58.210.78', 443)","('212.179.154.224', 443)",4,31
479,"('212.179.154.238', 443)","('212.179.154.224', 443)",1,31
480,"('64.233.167.91', 443)","('212.179.180.123', 443)",7,31
481,"('64.233.167.91', 443)","('212.179.154.245', 443)",1,31
482,"('212.179.154.245', 443)","('212.179.180.123', 443)",1,31
483,"('216.58.210.13', 443)","('212.179.154.224', 443)",7,31
484,"('212.179.154.231', 443)","('212.179.154.237', 443)",4,31
485,"('212.179.154.231', 443)","('216.58.208.33', 443)",1,31
486,"('212.179.154.231', 443)","('216.58.210.1', 443)",1,31
487,"('212.179.154.237', 443)","('216.58.210.1', 443)",1,31
488,"('216.58.208.33', 443)","('216.58.210.1', 443)",1,31
489,"('212.179.154.231', 443)","('212.179.154.251', 443)",1,31
490,"('216.58.210.65', 443)","('212.179.154.251', 443)",1,31
491,"('216.58.210.65', 443)","('212.179.154.237', 443)",1,31
492,"('212.179.180.95', 443)","('212.179.154.230', 443)",1,31
493,"('212.179.180.88', 443)","('212.179.154.230', 443)",1,31
494,"('212.179.154.210', 443)","('212.179.180.110', 443)",1,31
495,"('212.179.154.224', 443)","('212.179.180.102', 443)",7,31
496,"('212.179.154.237', 443)","('212.179.180.123', 443)",7,31
497,"('212.179.154.251', 443)","('212.179.154.210', 443)",4,31
498,"('212.179.154.251', 443)","('212.179.154.223', 443)",5,31
499,"('212.179.154.251', 443)","('212.179.180.109', 443)",5,31
500,"('212.179.154.210', 443)","('212.179.154.223', 443)",3,31
501,"('212.179.154.210', 443)","('212.179.180.109', 443)",3,31
502,"('212.179.180.95', 443)","('212.179.180.102', 443)",4,31
503,"('199.59.150.7', 443)","('104.244.43.231', 443)",3,32
504,"('199.59.150.7', 443)","('199.59.148.84', 443)",3,32
505,"('199.59.150.7', 443)","('192.229.233.25', 443)",13,32
506,"('199.59.148.84', 443)","('104.244.43.231', 443)",2,32
507,"('199.59.148.84', 443)","('192.229.233.25', 443)",3,32
508,"('104.244.43.231', 443)","('192.229.233.25', 443)",2,32
509,"('212.179.154.237', 443)","('212.179.180.88', 443)",1,33
510,"('212.179.154.237', 443)","('212.179.154.224', 443)",1,33
511,"('212.179.180.88', 443)","('212.179.154.224', 443)",3,33
512,"('212.179.180.95', 443)","('212.179.180.116', 443)",4,33
513,"('212.179.180.103', 443)","('212.179.154.224', 443)",2,33
514,"('216.58.210.13', 443)","('216.58.210.42', 443)",6,33
515,"('216.58.210.13', 443)","('74.125.195.102', 443)",6,33
516,"('216.58.210.13', 443)","('212.179.180.123', 443)",3,33
517,"('216.58.210.42', 443)","('74.125.195.102', 443)",6,33
518,"('216.58.210.42', 443)","('212.179.180.123', 443)",3,33
519,"('74.125.195.102', 443)","('212.179.180.123', 443)",3,33
520,"('216.58.209.238', 443)","('212.179.180.109', 443)",5,33
521,"('74.125.21.94', 443)","('212.179.180.109', 443)",4,33
522,"('212.179.154.231', 443)","('216.58.209.238', 443)",2,33
523,"('212.179.154.231', 443)","('212.179.180.109', 443)",2,33
524,"('212.179.154.224', 443)","('212.179.180.109', 443)",4,33
525,"('212.179.180.82', 443)","('212.179.154.210', 443)",7,33
526,"('212.179.154.210', 443)","('212.179.180.89', 443)",2,33
527,"('104.244.43.199', 443)","('104.244.42.193', 443)",3,34
528,"('104.244.42.193', 443)","('192.229.233.25', 443)",18,34
529,"('104.244.42.193', 443)","('104.244.42.131', 443)",3,34
530,"('104.244.42.193', 443)","('104.244.43.231', 443)",2,34
531,"('104.244.43.199', 443)","('192.229.233.25', 443)",2,34
532,"('104.244.43.199', 443)","('104.244.42.131', 443)",2,34
533,"('104.244.43.199', 443)","('104.244.43.231', 443)",3,34
534,"('192.229.233.25', 443)","('104.244.42.131', 443)",4,34
535,"('192.229.233.25', 443)","('104.244.43.231', 443)",2,34
536,"('104.244.42.131', 443)","('104.244.43.231', 443)",2,34
537,"('216.58.210.46', 443)","('212.179.180.95', 443)",5,36
538,"('212.179.154.251', 443)","('212.179.154.238', 443)",3,36
539,"('212.179.154.251', 443)","('212.179.180.110', 443)",4,36
540,"('212.179.154.238', 443)","('212.179.180.110', 443)",3,36
541,"('212.179.154.237', 443)","('212.179.180.89', 443)",1,36
542,"('216.58.208.65', 443)","('216.58.208.33', 443)",5,36
543,"('216.58.208.65', 443)","('212.179.180.123', 443)",1,36
544,"('216.58.208.65', 443)","('212.179.154.216', 443)",1,36
545,"('216.58.208.33', 443)","('212.179.180.123', 443)",1,36
546,"('216.58.208.33', 443)","('212.179.154.216', 443)",1,36
547,"('212.179.180.123', 443)","('212.179.154.216', 443)",7,36
548,"('212.179.154.238', 443)","('212.179.154.216', 443)",1,36
549,"('212.179.154.231', 443)","('212.179.154.224', 443)",1,36
550,"('212.179.154.237', 443)","('212.179.180.109', 443)",1,36
551,"('216.58.210.46', 443)","('212.179.154.224', 443)",2,36
552,"('64.233.166.91', 443)","('212.179.154.244', 443)",1,36
553,"('212.179.154.217', 443)","('216.58.210.14', 443)",7,36
554,"('212.179.154.217', 443)","('212.179.154.224', 443)",3,36
555,"('216.58.210.14', 443)","('212.179.154.224', 443)",3,36
556,"('212.179.154.238', 443)","('212.179.180.117', 443)",4,36
557,"('212.179.154.251', 443)","('64.233.166.132', 443)",5,36
558,"('212.179.154.251', 443)","('212.179.154.224', 443)",1,36
559,"('64.233.166.132', 443)","('212.179.180.110', 443)",1,36
560,"('64.233.166.132', 443)","('212.179.154.224', 443)",1,36
561,"('212.179.180.110', 443)","('212.179.154.224', 443)",8,36
562,"('64.233.167.132', 443)","('212.179.180.110', 443)",1,36
563,"('64.233.167.132', 443)","('212.179.154.224', 443)",1,36
564,"('212.179.154.251', 443)","('64.233.167.132', 443)",4,36
565,"('64.233.166.132', 443)","('64.233.167.132', 443)",4,36
566,"('212.179.154.231', 443)","('212.179.154.238', 443)",1,36
567,"('212.179.154.244', 443)","('212.179.180.116', 443)",1,36
568,"('212.179.180.116', 443)","('212.179.154.224', 443)",1,36
569,"('212.179.180.89', 443)","('212.179.154.224', 443)",1,36
570,"('212.179.180.82', 443)","('212.179.180.116', 443)",11,36
571,"('212.179.180.82', 443)","('212.179.154.237', 443)",4,36
572,"('212.179.180.116', 443)","('212.179.154.237', 443)",4,36
573,"('104.244.43.39', 443)","('104.244.42.65', 443)",4,37
574,"('104.244.42.65', 443)","('104.244.43.167', 443)",3,37
575,"('104.244.42.65', 443)","('192.229.233.25', 443)",25,37
576,"('104.244.42.65', 443)","('104.244.42.3', 443)",4,37
577,"('104.244.43.167', 443)","('192.229.233.25', 443)",2,37
578,"('104.244.43.167', 443)","('104.244.42.3', 443)",2,37
579,"('104.244.43.167', 443)","('104.244.43.39', 443)",3,37
580,"('192.229.233.25', 443)","('104.244.42.3', 443)",4,37
581,"('192.229.233.25', 443)","('104.244.43.39', 443)",2,37
582,"('104.244.42.3', 443)","('104.244.43.39', 443)",2,37
583,"('212.179.180.88', 443)","('212.179.180.109', 443)",1,38
584,"('212.179.154.217', 443)","('212.179.180.110', 443)",4,38
585,"('216.58.208.33', 443)","('212.179.154.238', 443)",1,38
586,"('216.58.208.33', 443)","('216.58.210.33', 443)",5,38
587,"('216.58.208.33', 443)","('212.179.154.245', 443)",1,38
588,"('216.58.208.33', 443)","('212.179.180.116', 443)",5,38
589,"('212.179.154.238', 443)","('216.58.210.33', 443)",1,38
590,"('212.179.154.238', 443)","('212.179.154.245', 443)",6,38
591,"('212.179.154.238', 443)","('212.179.180.116', 443)",1,38
592,"('216.58.210.33', 443)","('212.179.154.245', 443)",1,38
593,"('216.58.210.33', 443)","('212.179.180.116', 443)",5,38
594,"('212.179.154.245', 443)","('212.179.180.116', 443)",1,38
595,"('212.179.180.110', 443)","('74.125.143.190', 443)",5,38
596,"('212.179.154.238', 443)","('212.179.180.102', 443)",7,38
597,"('212.179.154.238', 443)","('212.179.180.89', 443)",5,38
598,"('212.179.154.251', 443)","('212.179.154.245', 443)",6,38
599,"('212.179.154.251', 443)","('212.179.180.117', 443)",7,38
600,"('212.179.154.245', 443)","('212.179.180.117', 443)",4,38
601,"('212.179.154.238', 443)","('212.179.180.88', 443)",4,38
602,"('212.179.154.210', 443)","('212.179.180.109', 443)",4,38
603,"('212.179.154.237', 443)","('212.179.180.102', 443)",3,38
604,"('212.179.154.245', 443)","('212.179.180.89', 443)",1,38
605,"('64.233.166.136', 443)","('212.179.154.223', 443)",3,38
606,"('216.58.210.46', 443)","('212.179.154.238', 443)",3,38
607,"('216.58.210.46', 443)","('212.179.180.89', 443)",2,38
608,"('212.179.180.116', 443)","('216.58.210.78', 443)",1,38
609,"('74.125.133.93', 443)","('212.179.180.123', 443)",2,38
610,"('216.58.210.46', 443)","('64.233.184.93', 443)",1,38
611,"('216.58.210.78', 443)","('74.125.195.91', 443)",1,38
612,"('216.58.210.14', 443)","('216.58.210.78', 443)",1,38
613,"('216.58.210.78', 443)","('216.58.209.238', 443)",5,38
614,"('64.233.166.91', 443)","('216.58.209.238', 443)",7,38
615,"('64.233.166.91', 443)","('216.58.210.14', 443)",1,38
616,"('216.58.210.14', 443)","('216.58.209.238', 443)",1,38
617,"('216.58.210.78', 443)","('216.58.208.46', 443)",2,38
618,"('64.233.167.91', 443)","('216.58.209.238', 443)",1,38
619,"('74.125.206.132', 443)","('216.58.208.67', 443)",4,38
620,"('74.125.206.132', 443)","('64.233.184.132', 443)",5,38
621,"('74.125.206.132', 443)","('216.58.210.14', 443)",5,38
622,"('74.125.206.132', 443)","('216.58.208.78', 443)",5,38
623,"('216.58.208.67', 443)","('64.233.184.132', 443)",4,38
624,"('216.58.208.67', 443)","('216.58.210.14', 443)",4,38
625,"('216.58.208.67', 443)","('216.58.208.78', 443)",4,38
626,"('64.233.184.132', 443)","('216.58.210.14', 443)",5,38
627,"('64.233.184.132', 443)","('216.58.208.78', 443)",5,38
628,"('216.58.210.14', 443)","('216.58.208.78', 443)",5,38
629,"('74.125.206.132', 443)","('74.125.133.136', 443)",5,38
630,"('74.125.133.136', 443)","('216.58.208.67', 443)",3,38
631,"('74.125.133.136', 443)","('64.233.184.132', 443)",4,38
632,"('74.125.133.136', 443)","('216.58.210.14', 443)",4,38
633,"('74.125.133.136', 443)","('216.58.208.78', 443)",4,38
634,"('216.58.209.238', 443)","('216.58.208.46', 443)",3,38
635,"('212.179.154.223', 443)","('173.194.67.136', 443)",7,38
636,"('216.58.210.46', 443)","('173.194.67.136', 443)",1,38
637,"('216.58.210.46', 443)","('212.179.154.223', 443)",1,38
638,"('216.58.210.14', 443)","('216.58.208.46', 443)",2,38
639,"('64.233.166.136', 443)","('216.58.210.78', 443)",7,38
640,"('64.233.166.136', 443)","('216.58.209.238', 443)",4,38
641,"('216.58.208.35', 443)","('216.58.208.46', 443)",1,38
642,"('216.58.208.35', 443)","('216.58.209.238', 443)",6,38
643,"('216.58.210.46', 443)","('66.102.1.136', 443)",1,38
644,"('173.194.67.91', 443)","('216.58.208.46', 443)",7,38
645,"('173.194.67.91', 443)","('216.58.209.238', 443)",1,38
646,"('212.179.180.110', 443)","('212.179.180.103', 443)",1,38
647,"('216.58.210.14', 443)","('64.233.166.93', 443)",2,38
648,"('212.179.154.230', 443)","('64.233.166.93', 443)",1,38
649,"('212.179.180.116', 443)","('212.179.154.230', 443)",3,38
650,"('212.179.154.231', 443)","('74.125.195.91', 443)",7,38
651,"('212.179.154.231', 443)","('212.179.154.244', 443)",2,38
652,"('212.179.154.231', 443)","('212.179.180.102', 443)",2,38
653,"('216.58.208.65', 443)","('216.58.210.65', 443)",1,38
654,"('216.58.208.65', 443)","('212.179.154.244', 443)",2,38
655,"('216.58.208.65', 443)","('212.179.180.102', 443)",2,38
656,"('216.58.210.65', 443)","('212.179.154.244', 443)",1,38
657,"('216.58.210.65', 443)","('212.179.180.102', 443)",1,38
658,"('212.179.154.244', 443)","('212.179.180.102', 443)",4,38
659,"('212.179.154.231', 443)","('216.58.210.65', 443)",3,38
660,"('212.179.154.244', 443)","('212.179.180.117', 443)",2,38
661,"('216.58.210.78', 443)","('212.179.180.109', 443)",7,38
662,"('212.179.180.95', 443)","('212.179.154.238', 443)",1,38
663,"('212.179.180.82', 443)","('216.58.210.14', 443)",7,38
664,"('212.179.154.231', 443)","('212.179.180.95', 443)",3,38
665,"('212.179.154.230', 443)","('216.58.209.238', 443)",1,38
666,"('212.179.154.217', 443)","('212.179.180.116', 443)",2,38
667,"('212.179.154.231', 443)","('216.58.208.33', 443)",1,38
668,"('212.179.154.231', 443)","('216.58.210.1', 443)",1,38
669,"('212.179.154.231', 443)","('212.179.180.82', 443)",3,38
670,"('212.179.154.231', 443)","('216.58.209.225', 443)",1,38
671,"('212.179.154.231', 443)","('212.179.180.96', 443)",5,38
672,"('216.58.208.33', 443)","('216.58.210.1', 443)",5,38
673,"('216.58.208.33', 443)","('212.179.180.82', 443)",1,38
674,"('216.58.208.33', 443)","('216.58.209.225', 443)",5,38
675,"('216.58.208.33', 443)","('212.179.180.96', 443)",1,38
676,"('216.58.210.1', 443)","('212.179.180.82', 443)",1,38
677,"('216.58.210.1', 443)","('216.58.209.225', 443)",5,38
678,"('216.58.210.1', 443)","('212.179.180.96', 443)",1,38
679,"('212.179.180.82', 443)","('216.58.209.225', 443)",1,38
680,"('212.179.180.82', 443)","('212.179.180.96', 443)",1,38
681,"('216.58.209.225', 443)","('212.179.180.96', 443)",1,38
682,"('212.179.180.82', 443)","('212.179.154.224', 443)",1,38
683,"('212.179.154.251', 443)","('212.179.180.102', 443)",3,38
684,"('212.179.154.244', 443)","('212.179.180.116', 443)",5,38
685,"('212.179.180.89', 443)","('212.179.154.230', 443)",7,38
686,"('212.179.180.110', 443)","('212.179.180.96', 443)",1,38
687,"('212.179.154.223', 443)","('212.179.154.237', 443)",2,38
688,"('212.179.154.223', 443)","('212.179.154.217', 443)",1,38
689,"('212.179.154.237', 443)","('212.179.154.217', 443)",1,38
690,"('104.244.43.7', 443)","('104.244.42.193', 443)",3,39
691,"('192.229.233.25', 443)","('104.244.43.7', 443)",2,39
692,"('192.229.233.25', 443)","('104.244.42.193', 443)",34,39
693,"('104.244.43.135', 443)","('104.244.43.7', 443)",2,39
694,"('104.244.43.135', 443)","('104.244.42.193', 443)",1,39
695,"('104.244.43.135', 443)","('192.229.233.25', 443)",1,39
696,"('104.244.43.135', 443)","('104.244.42.131', 443)",1,39
697,"('104.244.43.7', 443)","('104.244.42.131', 443)",1,39
698,"('104.244.42.193', 443)","('104.244.42.131', 443)",3,39
699,"('192.229.233.25', 443)","('104.244.42.131', 443)",4,39
700,"('104.244.43.199', 443)","('104.244.43.103', 443)",2,39
701,"('54.192.186.242', 443)","('52.11.218.52', 443)",7,40
702,"('212.179.154.223', 443)","('212.179.154.210', 443)",1,41
703,"('192.229.233.25', 443)","('104.244.42.193', 443)",13,42
704,"('192.229.233.25', 443)","('104.244.42.131', 443)",2,42
705,"('104.244.42.131', 443)","('104.244.42.193', 443)",2,42
706,"('104.244.43.167', 443)","('192.229.233.25', 443)",3,42
707,"('104.244.43.167', 443)","('104.244.42.193', 443)",2,42
708,"('212.179.154.245', 443)","('212.179.154.224', 443)",5,43
709,"('216.58.209.238', 443)","('212.179.154.224', 443)",1,43
710,"('212.179.154.245', 443)","('216.58.209.238', 443)",1,43
711,"('212.179.154.238', 443)","('212.179.154.230', 443)",2,43
712,"('212.179.180.89', 443)","('212.179.180.117', 443)",1,43
713,"('212.179.154.237', 443)","('212.179.180.117', 443)",1,43
714,"('212.179.154.231', 443)","('212.179.180.103', 443)",1,43
715,"('212.179.154.244', 443)","('212.179.154.245', 443)",4,43
716,"('212.179.154.223', 443)","('173.194.117.103', 443)",7,43
717,"('212.179.154.223', 443)","('212.179.180.89', 443)",5,43
718,"('212.179.180.89', 443)","('173.194.117.103', 443)",5,43
719,"('212.179.154.251', 443)","('212.179.180.117', 443)",7,43
720,"('216.58.210.65', 443)","('212.179.180.96', 443)",1,43
721,"('216.58.210.65', 443)","('216.58.208.33', 443)",5,43
722,"('216.58.210.65', 443)","('212.179.154.230', 443)",1,43
723,"('212.179.180.96', 443)","('216.58.208.33', 443)",1,43
724,"('212.179.180.96', 443)","('212.179.154.230', 443)",6,43
725,"('216.58.208.33', 443)","('212.179.154.230', 443)",1,43
726,"('216.58.210.1', 443)","('212.179.180.96', 443)",1,43
727,"('216.58.210.65', 443)","('216.58.210.1', 443)",4,43
728,"('216.58.208.33', 443)","('216.58.210.1', 443)",4,43
729,"('212.179.180.110', 443)","('212.179.180.96', 443)",1,43
730,"('212.179.180.110', 443)","('212.179.154.230', 443)",1,43
731,"('212.179.180.88', 443)","('212.179.154.245', 443)",2,43
732,"('212.179.154.251', 443)","('212.179.154.217', 443)",4,43
733,"('212.179.154.237', 443)","('212.179.154.224', 443)",5,43
734,"('212.179.180.103', 443)","('212.179.154.216', 443)",2,43
735,"('212.179.154.244', 443)","('212.179.180.96', 443)",2,43
736,"('212.179.180.95', 443)","('212.179.180.109', 443)",2,43
737,"('212.179.154.231', 443)","('212.179.180.117', 443)",1,43
738,"('212.179.154.210', 443)","('212.179.180.89', 443)",7,43
739,"('212.179.180.95', 443)","('212.179.154.210', 443)",1,43
740,"('212.179.180.95', 443)","('212.179.180.89', 443)",1,43
741,"('212.179.180.95', 443)","('212.179.180.103', 443)",1,43
742,"('104.244.43.167', 443)","('104.244.42.193', 443)",3,44
743,"('104.244.43.167', 443)","('192.229.233.25', 443)",2,44
744,"('104.244.43.167', 443)","('104.244.42.67', 443)",2,44
745,"('192.229.233.25', 443)","('104.244.42.67', 443)",4,44
746,"('192.229.233.25', 443)","('104.244.42.193', 443)",11,44
747,"('104.244.42.67', 443)","('104.244.42.193', 443)",4,44
748,"('104.244.42.67', 443)","('104.244.43.39', 443)",1,44
749,"('104.244.43.167', 443)","('104.244.43.39', 443)",2,44
750,"('192.229.233.25', 443)","('104.244.43.39', 443)",1,44
751,"('104.244.42.193', 443)","('104.244.43.39', 443)",1,44
752,"('54.187.97.23', 443)","('54.192.186.124', 443)",2,45
753,"('144.76.116.39', 443)","('104.28.15.162', 443)",5,45
754,"('74.125.227.69', 443)","('212.179.154.210', 443)",7,46
755,"('212.179.154.223', 443)","('212.179.180.89', 443)",4,46
756,"('212.179.180.82', 443)","('212.179.180.95', 443)",3,46
757,"('212.179.180.116', 443)","('212.179.180.117', 443)",3,46
758,"('212.179.154.244', 443)","('212.179.180.116', 443)",7,46
759,"('212.179.154.251', 443)","('212.179.180.95', 443)",12,46
760,"('212.179.154.244', 443)","('212.179.180.103', 443)",3,46
761,"('212.179.154.251', 443)","('212.179.180.103', 443)",1,46
762,"('212.179.154.237', 443)","('212.179.154.244', 443)",2,46
763,"('216.58.210.10', 443)","('216.58.208.45', 443)",6,46
764,"('216.58.210.10', 443)","('74.125.136.102', 443)",6,46
765,"('216.58.208.45', 443)","('74.125.136.102', 443)",6,46
766,"('212.179.180.110', 443)","('212.179.180.102', 443)",6,46
767,"('212.179.154.231', 443)","('212.179.180.102', 443)",5,46
768,"('216.58.210.10', 443)","('212.179.180.103', 443)",1,46
769,"('212.179.180.103', 443)","('216.58.208.45', 443)",1,46
770,"('212.179.180.103', 443)","('74.125.136.102', 443)",1,46
771,"('212.179.154.251', 443)","('212.179.180.96', 443)",4,46
772,"('212.179.154.245', 443)","('212.179.180.89', 443)",3,46
773,"('212.179.180.95', 443)","('212.179.154.230', 443)",2,46
774,"('216.58.219.163', 443)","('212.179.154.224', 443)",7,46
775,"('212.179.180.103', 443)","('212.179.154.224', 443)",4,46
776,"('212.179.180.103', 443)","('212.179.180.117', 443)",1,46
777,"('212.179.154.224', 443)","('212.179.180.117', 443)",8,46
778,"('212.179.154.251', 443)","('212.179.180.116', 443)",8,46
779,"('212.179.154.251', 443)","('212.179.180.117', 443)",5,46
780,"('212.179.154.245', 443)","('212.179.180.96', 443)",2,46
781,"('212.179.180.82', 443)","('212.179.154.245', 443)",2,46
782,"('212.179.154.251', 443)","('212.179.180.102', 443)",10,46
783,"('212.179.154.251', 443)","('212.179.180.109', 443)",5,46
784,"('212.179.180.102', 443)","('212.179.180.109', 443)",5,46
785,"('212.179.180.116', 443)","('212.179.180.102', 443)",1,46
786,"('212.179.180.95', 443)","('212.179.180.89', 443)",2,46
787,"('212.179.154.245', 443)","('212.179.180.103', 443)",6,46
788,"('212.179.180.95', 443)","('212.179.154.245', 443)",5,46
789,"('212.179.180.95', 443)","('212.179.180.103', 443)",5,46
790,"('212.179.154.245', 443)","('212.179.180.117', 443)",1,46
791,"('212.179.180.95', 443)","('212.179.180.117', 443)",1,46
792,"('212.179.154.237', 443)","('212.179.154.224', 443)",2,46
793,"('212.179.154.238', 443)","('212.179.154.224', 443)",2,46
794,"('212.179.154.238', 443)","('212.179.180.117', 443)",1,46
795,"('212.179.154.251', 443)","('212.179.180.110', 443)",5,46
796,"('212.179.180.110', 443)","('212.179.180.117', 443)",2,46
797,"('212.179.180.88', 443)","('212.179.180.117', 443)",4,46
798,"('212.179.180.88', 443)","('212.179.180.110', 443)",1,46
799,"('212.179.180.88', 443)","('212.179.180.102', 443)",1,46
800,"('212.179.154.251', 443)","('212.179.180.82', 443)",3,46
801,"('216.58.210.13', 443)","('212.179.154.230', 443)",3,46
802,"('212.179.180.89', 443)","('212.179.180.116', 443)",1,46
803,"('212.179.154.244', 443)","('212.179.180.88', 443)",5,46
804,"('173.194.43.99', 443)","('212.179.154.251', 443)",7,46
805,"('173.194.43.99', 443)","('212.179.180.95', 443)",5,46
806,"('212.179.180.110', 443)","('212.179.180.109', 443)",2,46
807,"('212.179.180.96', 443)","('173.194.67.136', 443)",7,46
808,"('212.179.180.96', 443)","('212.179.180.89', 443)",1,46
809,"('212.179.180.89', 443)","('173.194.67.136', 443)",1,46
810,"('212.179.154.244', 443)","('212.179.180.123', 443)",4,46
811,"('212.179.154.231', 443)","('212.179.154.244', 443)",1,46
812,"('212.179.154.231', 443)","('212.179.180.123', 443)",1,46
813,"('216.58.210.14', 443)","('212.179.154.216', 443)",7,46
814,"('216.58.210.14', 443)","('212.179.180.116', 443)",3,46
815,"('212.179.154.223', 443)","('212.179.180.82', 443)",7,46
816,"('212.179.154.223', 443)","('212.179.180.123', 443)",1,46
817,"('212.179.180.82', 443)","('212.179.180.123', 443)",1,46
818,"('212.179.180.89', 443)","('212.179.180.102', 443)",2,46
819,"('212.179.180.88', 443)","('212.179.154.245', 443)",5,46
820,"('212.179.154.223', 443)","('216.58.208.33', 443)",1,46
821,"('212.179.180.110', 443)","('212.179.154.224', 443)",1,46
822,"('212.179.180.117', 443)","('212.179.180.109', 443)",1,46
823,"('212.179.180.123', 443)","('212.179.154.230', 443)",3,46
824,"('212.179.154.245', 443)","('212.179.180.109', 443)",3,46
825,"('212.179.180.103', 443)","('212.179.154.230', 443)",1,46
826,"('216.58.208.65', 443)","('216.58.210.1', 443)",3,46
827,"('216.58.208.65', 443)","('212.179.154.238', 443)",1,46
828,"('216.58.208.65', 443)","('216.58.210.33', 443)",1,46
829,"('216.58.208.65', 443)","('212.179.154.224', 443)",3,46
830,"('216.58.208.65', 443)","('212.179.180.96', 443)",1,46
831,"('216.58.210.1', 443)","('212.179.154.238', 443)",1,46
832,"('216.58.210.1', 443)","('216.58.210.33', 443)",1,46
833,"('216.58.210.1', 443)","('212.179.154.224', 443)",3,46
834,"('216.58.210.1', 443)","('212.179.180.96', 443)",1,46
835,"('212.179.154.238', 443)","('216.58.210.33', 443)",3,46
836,"('212.179.154.238', 443)","('212.179.180.96', 443)",4,46
837,"('216.58.210.33', 443)","('212.179.154.224', 443)",1,46
838,"('216.58.210.33', 443)","('212.179.180.96', 443)",3,46
